appraisal_d	gt_mean	gt_var	pred_mean	pred_var	gt_answer	pred_rating_lst	sampled_rating_lst
relevance	4.6	0.6399999999999999	4.0	0.4	[5, 5, 5, 3, 5]	4	[4, 4, 3, 4, 5]
responsblt	1.6	0.24	3.0	2.0	[1, 2, 1, 2, 2]	0	[4, 5, 1, 3, 2]
responsblt	3.6	0.64	4.0	2.4	[5, 3, 3, 4, 3]	4	[5, 1, 4, 5, 5]
responsblt	3.2	0.96	3.6	0.64	[5, 3, 3, 2, 3]	4	[4, 3, 3, 3, 5]
conseq	3.2	0.15999999999999998	3.2	2.56	[3, 3, 3, 3, 4]	3	[5, 1, 2, 3, 5]
support	3.2	1.7600000000000005	3.6	1.04	[1, 5, 3, 4, 3]	3	[5, 4, 4, 2, 3]
urgency	2.6	1.8399999999999999	3.4	1.0400000000000003	[5, 2, 1, 2, 3]	4	[5, 3, 4, 2, 3]
control	3.4	1.0400000000000003	3.6	1.04	[5, 3, 3, 4, 2]	4	[3, 4, 5, 2, 4]
control	3.8	0.5599999999999999	4.2	0.5599999999999999	[4, 4, 3, 3, 5]	4	[5, 4, 5, 4, 3]
control	2.6	0.64	2.2	0.96	[3, 3, 1, 3, 3]	0	[3, 1, 3, 1, 3]
conseq	2.2	0.5599999999999999	3.0	2.0	[2, 3, 1, 3, 2]	4	[4, 3, 1, 2, 5]
standards	3.0	0.8	2.4	1.8400000000000003	[4, 2, 3, 2, 4]	0	[1, 1, 4, 2, 4]
norms	3.6	1.04	4.0	0.8	[4, 3, 5, 2, 4]	4	[5, 5, 3, 3, 4]
attention	4.4	0.24000000000000005	4.2	0.5599999999999999	[5, 4, 5, 4, 4]	4	[4, 4, 5, 5, 3]
consider	4.0	1.6	1.8	0.9600000000000002	[2, 5, 5, 3, 5]	0	[1, 1, 1, 3, 3]
effort	4.6	0.24000000000000005	3.8	1.3599999999999999	[4, 5, 5, 4, 5]	4	[3, 5, 5, 4, 2]
suddenness	2.0	1.2	2.2	0.5599999999999999	[2, 2, 1, 4, 1]	4	[2, 1, 3, 2, 3]
familiarity	2.0	0.8	4.2	0.5599999999999999	[2, 1, 3, 3, 1]	2	[5, 3, 4, 4, 5]
event	3.0	0.8	3.4	1.4400000000000002	[4, 4, 2, 3, 2]	4	[2, 5, 4, 4, 2]
pleasantness	1.8	1.3600000000000005	2.0	1.6	[4, 2, 1, 1, 1]	0	[1, 4, 1, 1, 3]
unpleasantness	4.4	0.24	4.6	0.24000000000000005	[4, 4, 5, 4, 5]	4	[4, 4, 5, 5, 5]
relevance	4.4	0.6399999999999999	4.6	0.24000000000000005	[3, 5, 5, 4, 5]	4	[4, 5, 5, 4, 5]
responsblt	1.6	1.4400000000000002	1.8	2.560000000000001	[4, 1, 1, 1, 1]	0	[1, 1, 5, 1, 1]
responsblt	2.4	1.8400000000000003	4.2	0.5599999999999999	[4, 4, 1, 2, 1]	4	[4, 4, 5, 3, 5]
responsblt	4.6	0.24000000000000005	4.6	0.24	[4, 4, 5, 5, 5]	4	[5, 5, 4, 5, 4]
conseq	4.2	0.5599999999999999	3.6	1.04	[4, 5, 3, 4, 5]	4	[4, 4, 3, 2, 5]
support	1.8	1.3600000000000005	3.4	2.24	[4, 2, 1, 1, 1]	4	[5, 3, 1, 3, 5]
urgency	3.0	1.6	3.2	0.5599999999999999	[3, 5, 3, 3, 1]	4	[3, 4, 3, 2, 4]
control	3.8	0.96	2.4	3.04	[4, 4, 2, 4, 5]	3	[1, 1, 1, 5, 4]
control	4.2	0.15999999999999998	4.0	0.0	[4, 4, 4, 4, 5]	4	[4, 4, 4, 4, 4]
control	1.8	1.36	1.8	1.36	[4, 1, 1, 2, 1]	0	[2, 1, 1, 4, 1]
conseq	4.2	0.5599999999999999	3.6	1.04	[4, 3, 5, 4, 5]	4	[4, 5, 2, 3, 4]
standards	4.4	0.6399999999999999	3.6	1.04	[3, 5, 5, 4, 5]	4	[5, 4, 3, 2, 4]
norms	4.2	0.5599999999999999	2.4	0.64	[4, 5, 5, 3, 4]	0	[2, 2, 2, 4, 2]
attention	4.0	0.8	4.0	2.4	[4, 3, 5, 3, 5]	4	[1, 4, 5, 5, 5]
consider	3.0	1.2	2.6	1.4400000000000002	[4, 3, 4, 3, 1]	4	[2, 2, 5, 2, 2]
effort	4.2	0.5599999999999999	3.2	2.16	[4, 3, 5, 4, 5]	4	[2, 4, 1, 4, 5]
suddenness	1.4	0.24	2.2	2.56	[2, 2, 1, 1, 1]	0	[5, 1, 3, 1, 1]
familiarity	2.2	0.5599999999999999	2.6	2.6399999999999997	[1, 2, 3, 2, 3]	0	[1, 5, 1, 2, 4]
event	4.0	0.4	4.2	0.5599999999999999	[3, 4, 5, 4, 4]	4	[5, 3, 4, 5, 4]
pleasantness	5.0	0.0	4.8	0.15999999999999998	[5, 5, 5, 5, 5]	4	[5, 5, 5, 5, 4]
unpleasantness	1.0	0.0	1.4	0.24	[1, 1, 1, 1, 1]	0	[1, 1, 2, 2, 1]
relevance	4.2	1.3599999999999999	4.4	0.24000000000000005	[2, 5, 5, 4, 5]	4	[5, 4, 5, 4, 4]
responsblt	1.2	0.16000000000000006	1.4	0.24	[2, 1, 1, 1, 1]	0	[1, 1, 2, 1, 2]
responsblt	4.6	0.24000000000000005	4.6	0.24	[4, 5, 5, 4, 5]	4	[5, 5, 4, 5, 4]
responsblt	1.6	0.64	2.2	0.5599999999999999	[1, 2, 1, 3, 1]	0	[3, 3, 1, 2, 2]
conseq	4.0	1.2	3.0	2.8	[2, 4, 5, 4, 5]	4	[2, 2, 5, 5, 1]
support	4.2	1.3599999999999999	4.6	0.24000000000000005	[2, 5, 5, 4, 5]	4	[5, 4, 5, 4, 5]
urgency	1.6	0.24	3.2	0.5599999999999999	[2, 2, 1, 2, 1]	2	[4, 3, 3, 2, 4]
control	4.2	0.5599999999999999	2.4	1.0400000000000003	[3, 4, 5, 4, 5]	0	[1, 4, 2, 2, 3]
control	2.4	1.04	3.2	2.16	[3, 2, 2, 4, 1]	4	[1, 2, 5, 4, 4]
control	1.6	0.64	2.0	1.6	[3, 1, 1, 2, 1]	0	[4, 1, 1, 3, 1]
conseq	3.4	2.24	4.2	0.96	[3, 5, 1, 3, 5]	4	[5, 5, 3, 3, 5]
standards	1.4	0.6400000000000002	2.4	1.8399999999999999	[3, 1, 1, 1, 1]	0	[2, 2, 1, 5, 2]
norms	1.2	0.16000000000000006	1.2	0.16	[2, 1, 1, 1, 1]	0	[1, 1, 1, 1, 2]
attention	4.2	0.5599999999999999	4.8	0.15999999999999998	[4, 4, 5, 3, 5]	4	[5, 4, 5, 5, 5]
consider	1.0	0.0	1.2	0.16	[1, 1, 1, 1, 1]	0	[1, 1, 1, 2, 1]
effort	2.8	2.16	3.4	1.8399999999999999	[4, 1, 2, 2, 5]	0	[4, 1, 3, 5, 4]
suddenness	3.0	1.2	3.6	0.64	[3, 3, 4, 1, 4]	4	[4, 5, 3, 3, 3]
familiarity	3.4	1.8399999999999999	1.8	0.56	[3, 4, 1, 5, 4]	3	[1, 2, 3, 1, 2]
event	3.0	0.4	2.6	1.8399999999999999	[3, 3, 3, 2, 4]	3	[2, 3, 2, 1, 5]
pleasantness	1.0	0.0	1.2	0.16000000000000006	[1, 1, 1, 1, 1]	0	[2, 1, 1, 1, 1]
unpleasantness	4.8	0.15999999999999998	4.4	1.44	[5, 5, 5, 5, 4]	4	[5, 5, 5, 5, 2]
relevance	4.2	0.5599999999999999	2.6	1.8400000000000003	[3, 4, 5, 4, 5]	3	[1, 1, 4, 3, 4]
responsblt	2.2	0.15999999999999998	2.8	2.16	[2, 2, 2, 3, 2]	4	[2, 2, 1, 4, 5]
responsblt	3.8	0.5599999999999999	3.4	1.4400000000000002	[3, 4, 5, 3, 4]	4	[5, 4, 2, 4, 2]
responsblt	2.6	0.64	3.2	0.5599999999999999	[3, 3, 1, 3, 3]	3	[2, 4, 4, 3, 3]
conseq	3.4	0.64	3.0	2.8	[3, 4, 4, 2, 4]	4	[5, 2, 1, 5, 2]
support	1.2	0.16000000000000006	2.8	0.96	[2, 1, 1, 1, 1]	0	[4, 3, 3, 3, 1]
urgency	3.4	1.04	2.6	2.64	[2, 3, 5, 3, 4]	0	[4, 1, 2, 5, 1]
control	1.8	0.56	2.6	1.0400000000000003	[2, 1, 1, 2, 3]	0	[1, 3, 3, 4, 2]
control	2.6	0.64	3.6	1.8400000000000003	[3, 3, 1, 3, 3]	3	[1, 5, 4, 4, 4]
control	3.0	0.4	2.4	0.64	[4, 3, 2, 3, 3]	0	[2, 2, 2, 4, 2]
conseq	2.8	0.96	4.4	0.64	[3, 3, 4, 1, 3]	3	[5, 4, 5, 5, 3]
standards	2.4	2.2399999999999998	3.2	0.5599999999999999	[5, 1, 1, 3, 2]	0	[4, 4, 2, 3, 3]
norms	2.0	1.2	1.8	0.56	[4, 1, 1, 2, 2]	0	[1, 1, 2, 2, 3]
attention	4.6	0.24	4.0	1.2	[4, 5, 5, 5, 4]	4	[5, 4, 2, 5, 4]
consider	5.0	0.0	2.8	2.56	[5, 5, 5, 5, 5]	4	[5, 1, 1, 3, 4]
effort	4.6	0.24	3.6	1.04	[5, 4, 5, 5, 4]	3	[4, 3, 2, 5, 4]
suddenness	2.4	3.0399999999999996	4.2	0.5599999999999999	[5, 4, 1, 1, 1]	4	[5, 3, 4, 5, 4]
familiarity	2.6	1.44	2.6	1.8399999999999999	[2, 4, 4, 2, 1]	0	[5, 3, 1, 2, 2]
event	3.4	1.8400000000000003	2.4	1.8400000000000003	[4, 4, 5, 1, 3]	0	[4, 1, 2, 4, 1]
pleasantness	2.0	2.4	1.4	0.24	[1, 5, 2, 1, 1]	0	[1, 1, 1, 2, 2]
unpleasantness	3.8	2.56	3.4	1.8399999999999999	[5, 1, 3, 5, 5]	4	[5, 4, 1, 4, 3]
relevance	1.8	0.56	2.2	1.3599999999999999	[3, 2, 1, 1, 2]	0	[3, 1, 4, 2, 1]
responsblt	3.6	0.64	3.6	1.04	[3, 4, 3, 3, 5]	4	[3, 4, 2, 5, 4]
responsblt	3.2	0.96	4.6	0.24	[5, 3, 3, 3, 2]	4	[5, 5, 4, 5, 4]
responsblt	2.0	0.8	3.6	2.2399999999999998	[2, 3, 1, 3, 1]	0	[5, 1, 5, 3, 4]
conseq	2.2	1.3599999999999999	1.8	1.36	[3, 4, 1, 1, 2]	0	[1, 2, 1, 4, 1]
support	2.2	1.3599999999999999	2.6	2.24	[3, 4, 2, 1, 1]	0	[3, 5, 3, 1, 1]
urgency	2.4	1.04	3.0	2.0	[2, 1, 3, 4, 2]	4	[2, 3, 1, 4, 5]
control	2.6	0.64	1.8	0.56	[2, 2, 4, 2, 3]	0	[1, 2, 2, 1, 3]
control	2.2	0.15999999999999998	1.4	0.24	[2, 2, 2, 3, 2]	0	[1, 1, 2, 1, 2]
control	3.2	0.5599999999999999	4.2	0.96	[3, 4, 2, 3, 4]	4	[5, 3, 5, 5, 3]
conseq	4.0	0.8	3.8	1.3599999999999999	[3, 4, 5, 5, 3]	4	[5, 5, 2, 4, 3]
standards	1.8	1.36	2.0	2.4	[2, 1, 1, 4, 1]	0	[1, 2, 1, 1, 5]
norms	1.2	0.16000000000000006	1.0	0.0	[2, 1, 1, 1, 1]	0	[1, 1, 1, 1, 1]
attention	4.8	0.15999999999999998	3.8	0.5599999999999999	[5, 4, 5, 5, 5]	4	[3, 3, 4, 4, 5]
consider	2.2	0.5599999999999999	3.4	1.0400000000000003	[2, 1, 2, 3, 3]	0	[3, 5, 2, 4, 3]
effort	4.2	2.560000000000001	4.6	0.24	[5, 1, 5, 5, 5]	4	[4, 5, 5, 5, 4]
suddenness	1.4	0.64	1.8	0.9600000000000002	[1, 1, 1, 1, 3]	0	[3, 1, 1, 1, 3]
familiarity	4.4	0.24000000000000005	3.4	0.64	[4, 5, 5, 4, 4]	4	[2, 3, 4, 4, 4]
event	3.6	1.44	4.2	1.3599999999999999	[3, 5, 5, 3, 2]	4	[4, 2, 5, 5, 5]
pleasantness	4.2	0.5599999999999999	4.4	0.6399999999999999	[3, 4, 5, 5, 4]	4	[5, 4, 3, 5, 5]
unpleasantness	2.4	1.44	1.8	0.56	[3, 3, 1, 1, 4]	0	[2, 1, 1, 2, 3]
relevance	4.6	0.6399999999999999	4.0	0.8	[3, 5, 5, 5, 5]	4	[3, 4, 3, 5, 5]
responsblt	1.8	1.36	3.8	0.96	[2, 1, 1, 1, 4]	0	[5, 4, 4, 2, 4]
responsblt	4.4	0.6399999999999999	4.4	0.24000000000000005	[3, 5, 5, 5, 4]	4	[4, 4, 4, 5, 5]
responsblt	3.0	1.2	4.0	0.8	[3, 2, 5, 2, 3]	4	[4, 3, 5, 5, 3]
conseq	4.0	1.2	3.8	0.5599999999999999	[4, 4, 5, 5, 2]	4	[5, 3, 3, 4, 4]
support	4.2	0.5599999999999999	4.6	0.6399999999999999	[4, 4, 5, 5, 3]	4	[5, 5, 5, 3, 5]
urgency	3.6	1.8399999999999999	3.2	1.3599999999999999	[4, 4, 5, 1, 4]	4	[4, 1, 4, 3, 4]
control	3.8	1.3599999999999999	3.4	2.6399999999999997	[4, 3, 5, 5, 2]	4	[5, 5, 1, 2, 4]
control	2.8	1.7600000000000002	3.0	3.2	[3, 2, 5, 1, 3]	4	[3, 1, 1, 5, 5]
control	2.0	0.8	1.6	1.4400000000000002	[2, 3, 1, 1, 3]	0	[4, 1, 1, 1, 1]
conseq	3.8	2.56	4.4	0.6399999999999999	[3, 5, 5, 5, 1]	4	[3, 4, 5, 5, 5]
standards	1.6	0.64	1.2	0.16	[3, 1, 1, 1, 2]	0	[1, 1, 2, 1, 1]
norms	1.2	0.16000000000000006	1.4	0.6400000000000002	[2, 1, 1, 1, 1]	0	[1, 3, 1, 1, 1]
attention	4.8	0.15999999999999998	4.4	0.64	[5, 5, 5, 5, 4]	4	[5, 5, 5, 3, 4]
consider	1.6	0.64	2.4	2.2399999999999998	[3, 1, 1, 1, 2]	0	[2, 5, 1, 3, 1]
effort	4.4	0.6399999999999999	4.6	0.24	[5, 3, 5, 5, 4]	4	[5, 4, 5, 5, 4]
suddenness	3.4	1.44	2.8	0.96	[4, 4, 5, 2, 2]	4	[3, 3, 4, 1, 3]
familiarity	1.6	1.44	1.2	0.16	[1, 1, 1, 1, 4]	0	[1, 1, 1, 1, 2]
event	2.0	1.2	2.0	1.2	[1, 2, 1, 2, 4]	0	[2, 1, 2, 4, 1]
pleasantness	5.0	0.0	2.2	2.56	[5, 5, 5, 5, 5]	0	[3, 1, 5, 1, 1]
unpleasantness	1.0	0.0	1.8	1.36	[1, 1, 1, 1, 1]	0	[1, 4, 2, 1, 1]
relevance	3.8	1.3599999999999999	3.0	1.2	[5, 2, 5, 3, 4]	4	[3, 4, 3, 4, 1]
responsblt	2.0	0.4	2.6	1.4400000000000002	[2, 2, 1, 3, 2]	4	[2, 1, 2, 4, 4]
responsblt	1.4	0.24	2.0	1.6	[1, 1, 1, 2, 2]	0	[3, 4, 1, 1, 1]
responsblt	3.8	2.16	4.2	0.5599999999999999	[5, 5, 5, 2, 2]	3	[4, 5, 4, 3, 5]
conseq	2.2	1.3599999999999999	3.0	2.0	[1, 3, 1, 2, 4]	0	[2, 1, 4, 3, 5]
support	3.0	0.4	1.0	0.0	[2, 3, 3, 3, 4]	0	[1, 1, 1, 1, 1]
urgency	2.4	1.0400000000000003	2.8	2.16	[1, 4, 3, 2, 2]	4	[4, 1, 2, 5, 2]
control	1.4	0.64	1.2	0.16	[1, 1, 1, 3, 1]	0	[1, 1, 1, 1, 2]
control	4.2	0.5599999999999999	3.6	0.64	[4, 5, 5, 3, 4]	4	[4, 4, 2, 4, 4]
control	3.0	0.8	3.0	2.8	[2, 2, 4, 3, 4]	4	[5, 2, 2, 1, 5]
conseq	2.8	0.96	4.2	1.3599999999999999	[3, 3, 1, 3, 4]	0	[4, 5, 5, 2, 5]
standards	1.4	0.64	1.8	0.56	[1, 1, 1, 3, 1]	0	[1, 3, 1, 2, 2]
norms	1.4	0.64	2.0	2.4	[1, 1, 1, 3, 1]	0	[1, 2, 1, 5, 1]
attention	3.4	0.64	3.8	2.1600000000000006	[2, 4, 4, 4, 3]	4	[4, 1, 5, 5, 4]
consider	1.4	0.64	1.6	1.44	[1, 1, 1, 3, 1]	0	[1, 1, 1, 1, 4]
effort	2.8	0.5599999999999999	3.0	0.8	[2, 3, 3, 4, 2]	4	[4, 4, 2, 2, 3]
suddenness	2.4	1.0400000000000003	3.6	3.04	[4, 2, 2, 3, 1]	4	[5, 1, 5, 5, 2]
familiarity	1.0	0.0	1.4	0.24	[1, 1, 1, 1, 1]	0	[1, 2, 1, 2, 1]
event	3.2	0.96	2.4	0.64	[2, 4, 4, 2, 4]	0	[3, 1, 2, 3, 3]
pleasantness	1.0	0.0	1.2	0.16	[1, 1, 1, 1, 1]	0	[1, 1, 1, 1, 2]
unpleasantness	5.0	0.0	4.4	0.6399999999999999	[5, 5, 5, 5, 5]	4	[5, 3, 4, 5, 5]
relevance	4.4	0.24000000000000005	2.8	0.5599999999999999	[5, 5, 4, 4, 4]	4	[3, 4, 3, 2, 2]
responsblt	3.0	2.0	3.2	0.96	[4, 5, 1, 3, 2]	4	[2, 3, 3, 3, 5]
responsblt	1.4	0.64	1.6	0.24	[1, 1, 3, 1, 1]	0	[1, 1, 2, 2, 2]
responsblt	3.4	1.8399999999999999	2.0	0.8	[1, 4, 3, 5, 4]	0	[1, 1, 2, 3, 3]
conseq	3.6	1.04	2.2	2.16	[5, 3, 4, 2, 4]	0	[2, 5, 1, 2, 1]
support	1.4	0.64	1.6	0.64	[1, 1, 1, 3, 1]	0	[1, 3, 1, 1, 2]
urgency	2.4	1.0400000000000003	3.8	1.3599999999999999	[4, 3, 2, 1, 2]	4	[5, 4, 3, 2, 5]
control	3.0	0.8	1.4	0.64	[4, 2, 3, 4, 2]	0	[1, 1, 1, 1, 3]
control	3.6	0.24	4.0	0.8	[4, 4, 3, 3, 4]	4	[4, 3, 5, 3, 5]
control	3.2	1.3599999999999999	4.2	1.3599999999999999	[4, 5, 2, 3, 2]	4	[5, 4, 5, 5, 2]
conseq	2.6	0.64	2.4	3.04	[2, 2, 2, 4, 3]	0	[1, 5, 4, 1, 1]
standards	3.0	2.8	3.6	2.2399999999999998	[1, 5, 4, 4, 1]	0	[4, 3, 1, 5, 5]
norms	1.2	0.16	1.6	0.64	[1, 1, 1, 2, 1]	0	[2, 1, 1, 3, 1]
attention	4.4	0.6399999999999999	4.4	0.24000000000000005	[5, 5, 3, 5, 4]	4	[5, 4, 4, 5, 4]
consider	4.4	0.64	3.4	1.8400000000000003	[5, 5, 4, 3, 5]	4	[4, 1, 4, 3, 5]
effort	4.4	0.24	4.4	0.24	[4, 4, 5, 4, 5]	4	[4, 5, 4, 4, 5]
suddenness	4.4	0.24	4.0	0.8	[4, 4, 5, 4, 5]	4	[5, 3, 3, 4, 5]
familiarity	3.0	1.2	3.6	1.04	[4, 3, 1, 4, 3]	4	[4, 5, 3, 4, 2]
event	2.0	0.8	2.8	2.5600000000000005	[3, 2, 1, 3, 1]	3	[1, 1, 5, 4, 3]
pleasantness	1.4	0.24	1.8	0.56	[1, 2, 1, 2, 1]	0	[1, 2, 1, 3, 2]
unpleasantness	4.4	0.24	4.0	1.6	[4, 4, 5, 4, 5]	4	[5, 5, 2, 3, 5]
relevance	2.6	1.8400000000000003	4.2	0.5599999999999999	[2, 1, 2, 3, 5]	3	[5, 5, 3, 4, 4]
responsblt	1.2	0.16000000000000006	2.2	2.16	[2, 1, 1, 1, 1]	0	[5, 1, 2, 2, 1]
responsblt	3.4	1.04	3.0	2.0	[4, 3, 3, 2, 5]	0	[3, 1, 4, 5, 2]
responsblt	3.6	1.04	4.4	0.24000000000000005	[4, 4, 3, 5, 2]	4	[4, 4, 5, 5, 4]
conseq	2.4	1.04	3.2	2.56	[2, 2, 1, 3, 4]	4	[5, 3, 5, 2, 1]
support	1.8	0.56	2.4	1.8399999999999999	[1, 2, 3, 2, 1]	0	[2, 2, 1, 5, 2]
urgency	2.6	2.24	3.6	1.04	[1, 3, 1, 3, 5]	4	[4, 3, 2, 5, 4]
control	2.2	1.3599999999999999	2.8	2.16	[1, 2, 3, 4, 1]	0	[4, 1, 1, 4, 4]
control	4.0	0.4	4.8	0.15999999999999998	[4, 4, 4, 3, 5]	4	[5, 5, 5, 5, 4]
control	1.8	0.9600000000000002	1.4	0.24	[3, 1, 1, 3, 1]	0	[1, 1, 1, 2, 2]
conseq	3.4	1.0400000000000003	2.6	1.04	[2, 5, 4, 3, 3]	2	[3, 3, 4, 2, 1]
standards	3.4	1.8399999999999999	3.4	3.8400000000000007	[4, 3, 5, 4, 1]	4	[5, 5, 1, 5, 1]
norms	2.2	1.3599999999999999	2.8	0.5599999999999999	[2, 3, 1, 4, 1]	4	[2, 4, 3, 2, 3]
attention	3.2	0.5599999999999999	3.8	1.3599999999999999	[4, 2, 3, 4, 3]	4	[5, 2, 3, 4, 5]
consider	4.4	0.24	4.4	0.6399999999999999	[5, 4, 4, 4, 5]	4	[3, 5, 5, 5, 4]
effort	2.8	0.5599999999999999	4.2	0.5599999999999999	[2, 2, 3, 4, 3]	4	[5, 4, 3, 5, 4]
suddenness	3.0	2.0	1.8	0.9600000000000002	[4, 2, 5, 3, 1]	0	[1, 3, 3, 1, 1]
familiarity	1.6	0.64	4.0	0.8	[1, 2, 1, 3, 1]	4	[5, 5, 4, 3, 3]
event	1.8	1.36	3.4	1.8399999999999999	[1, 2, 1, 4, 1]	4	[5, 4, 3, 1, 4]
pleasantness	1.4	0.24	2.6	0.64	[1, 2, 1, 2, 1]	0	[2, 2, 4, 3, 2]
unpleasantness	4.0	0.8	2.2	1.3599999999999999	[3, 4, 5, 3, 5]	0	[1, 3, 2, 4, 1]
relevance	2.0	1.2	2.6	1.0400000000000003	[1, 2, 2, 1, 4]	0	[3, 1, 3, 4, 2]
responsblt	1.8	1.36	1.8	0.16	[1, 1, 1, 2, 4]	0	[2, 2, 2, 2, 1]
responsblt	3.4	1.44	1.8	0.56	[4, 4, 4, 4, 1]	3	[1, 2, 2, 3, 1]
responsblt	2.2	2.16	2.2	0.96	[1, 1, 2, 2, 5]	0	[4, 1, 2, 2, 2]
conseq	1.4	0.64	3.8	0.5599999999999999	[1, 1, 1, 3, 1]	4	[3, 3, 4, 5, 4]
support	1.2	0.16	3.0	1.6	[1, 1, 1, 2, 1]	0	[3, 5, 3, 1, 3]
urgency	2.2	1.3599999999999999	2.2	0.15999999999999998	[1, 4, 1, 2, 3]	3	[2, 3, 2, 2, 2]
control	2.6	1.8399999999999999	3.0	3.2	[1, 2, 5, 3, 2]	0	[1, 5, 1, 5, 3]
control	2.2	2.16	4.6	0.24000000000000005	[2, 1, 1, 2, 5]	4	[5, 5, 5, 4, 4]
control	1.0	0.0	2.8	2.56	[1, 1, 1, 1, 1]	0	[1, 3, 1, 5, 4]
conseq	4.0	0.0	3.0	2.0	[4, 4, 4, 4, 4]	4	[3, 4, 2, 5, 1]
standards	3.2	1.7600000000000002	2.6	1.8400000000000003	[1, 4, 3, 3, 5]	0	[1, 2, 2, 5, 3]
norms	2.4	2.2399999999999998	1.4	0.6400000000000002	[1, 2, 3, 1, 5]	0	[1, 3, 1, 1, 1]
attention	2.8	0.15999999999999998	3.6	1.8399999999999999	[3, 3, 2, 3, 3]	3	[4, 4, 1, 5, 4]
consider	3.8	0.5599999999999999	2.6	3.8400000000000007	[3, 4, 4, 3, 5]	0	[5, 5, 1, 1, 1]
effort	2.8	1.7600000000000002	2.8	2.56	[1, 3, 2, 3, 5]	0	[1, 4, 5, 3, 1]
suddenness	4.0	0.4	3.6	0.64	[3, 4, 4, 4, 5]	4	[4, 4, 4, 4, 2]
familiarity	1.2	0.16	2.0	2.4	[1, 1, 1, 2, 1]	0	[1, 5, 2, 1, 1]
event	1.4	0.24	2.2	2.16	[2, 1, 1, 2, 1]	0	[1, 1, 4, 4, 1]
pleasantness	1.0	0.0	1.2	0.16	[1, 1, 1, 1, 1]	0	[1, 1, 1, 2, 1]
unpleasantness	4.2	0.15999999999999998	4.4	0.6399999999999999	[4, 4, 4, 4, 5]	4	[5, 3, 5, 5, 4]
relevance	1.8	1.36	2.6	1.8400000000000003	[1, 1, 2, 4, 1]	0	[1, 2, 2, 5, 3]
responsblt	2.0	0.4	2.2	1.3599999999999999	[2, 2, 1, 2, 3]	4	[3, 2, 4, 1, 1]
responsblt	1.6	0.64	1.2	0.16	[1, 1, 2, 3, 1]	0	[1, 1, 1, 1, 2]
responsblt	4.0	1.6	4.8	0.15999999999999998	[5, 5, 2, 3, 5]	4	[5, 4, 5, 5, 5]
conseq	1.4	0.64	1.2	0.16000000000000006	[1, 1, 1, 3, 1]	0	[2, 1, 1, 1, 1]
support	1.0	0.0	1.0	0.0	[1, 1, 1, 1, 1]	0	[1, 1, 1, 1, 1]
urgency	1.6	0.64	2.0	0.8	[1, 3, 1, 2, 1]	0	[2, 1, 3, 3, 1]
control	1.4	0.24	1.0	0.0	[1, 1, 2, 2, 1]	0	[1, 1, 1, 1, 1]
control	3.8	1.3599999999999999	3.6	2.2399999999999998	[5, 4, 2, 3, 5]	4	[1, 5, 5, 4, 3]
control	2.6	2.24	3.0	2.8	[1, 1, 3, 3, 5]	4	[5, 1, 2, 5, 2]
conseq	3.0	0.4	2.2	1.3599999999999999	[3, 4, 3, 2, 3]	0	[3, 4, 1, 1, 2]
standards	2.0	1.6	4.0	1.2	[1, 3, 1, 4, 1]	4	[5, 4, 5, 2, 4]
norms	1.6	0.64	1.6	0.24	[1, 2, 1, 3, 1]	0	[2, 1, 2, 1, 2]
attention	2.8	0.5599999999999999	4.0	2.4	[3, 2, 3, 4, 2]	4	[4, 5, 5, 1, 5]
consider	2.4	1.44	2.8	2.56	[3, 3, 1, 4, 1]	3	[3, 1, 5, 4, 1]
effort	2.6	0.64	3.8	1.3599999999999999	[2, 2, 3, 4, 2]	4	[5, 2, 3, 4, 5]
suddenness	4.8	0.15999999999999998	4.0	0.4	[4, 5, 5, 5, 5]	4	[3, 4, 4, 4, 5]
familiarity	2.4	1.8399999999999999	2.6	1.8400000000000003	[2, 2, 1, 2, 5]	0	[2, 5, 2, 1, 3]
event	1.2	0.16	3.2	3.3599999999999994	[1, 1, 1, 1, 2]	0	[1, 5, 4, 1, 5]
pleasantness	1.0	0.0	1.4	0.24	[1, 1, 1, 1, 1]	0	[1, 1, 2, 1, 2]
unpleasantness	4.6	0.24000000000000005	3.8	1.3599999999999999	[4, 5, 4, 5, 5]	4	[3, 4, 5, 2, 5]
relevance	1.8	1.36	3.4	1.44	[1, 4, 1, 2, 1]	0	[2, 4, 4, 2, 5]
responsblt	3.0	2.0	3.4	0.24	[2, 1, 3, 4, 5]	3	[4, 4, 3, 3, 3]
responsblt	1.4	0.6400000000000002	2.0	0.4	[1, 3, 1, 1, 1]	0	[2, 2, 3, 2, 1]
responsblt	3.8	1.3599999999999999	2.6	1.8399999999999999	[3, 5, 2, 4, 5]	0	[2, 3, 5, 1, 2]
conseq	1.4	0.24	3.0	2.0	[2, 2, 1, 1, 1]	0	[2, 5, 3, 4, 1]
support	1.2	0.16000000000000006	2.8	2.16	[2, 1, 1, 1, 1]	0	[5, 2, 2, 4, 1]
urgency	3.6	0.64	4.2	0.96	[4, 5, 3, 3, 3]	0	[3, 5, 5, 3, 5]
control	2.2	1.3599999999999999	1.8	0.56	[1, 2, 1, 4, 3]	0	[1, 3, 1, 2, 2]
control	2.8	2.16	2.8	2.56	[2, 4, 2, 1, 5]	0	[1, 3, 1, 4, 5]
control	3.0	2.8	3.4	2.24	[5, 2, 1, 2, 5]	0	[5, 3, 1, 3, 5]
